,period,player,x_start,y_start,recipient_name,x_end,y_end,pass_type,pass_outcome
609,2,Marco Verratti,64.4,31.8,Giorgio Chiellini,68.6,16.3,,
610,2,Giorgio Chiellini,68.3,17.1,Federico Chiesa,78.4,27.2,,
611,2,Giorgio Chiellini,9.4,31.8,Marco Verratti,21.2,32.6,Recovery,
612,2,Marco Verratti,30.9,21.1,Federico Chiesa,40.9,16.8,,Incomplete
613,2,Gianluigi Donnarumma,7.0,36.1,Leonardo Bonucci,8.8,55.7,Goal Kick,
614,2,Leonardo Bonucci,17.2,53.1,Marco Verratti,21.8,36.3,,
615,2,Marco Verratti,20.0,39.4,Leonardo Bonucci,22.3,54.6,,
616,2,Leonardo Bonucci,30.0,55.4,Emerson Palmieri dos Santos,68.6,6.0,,
617,2,Emerson Palmieri dos Santos,65.3,20.0,Marco Verratti,54.6,26.6,,
618,2,Marco Verratti,54.6,26.6,Jorge Luiz Frello Filho,57.8,34.0,,
619,2,Jorge Luiz Frello Filho,60.7,30.3,Lorenzo Insigne,68.3,27.5,,
620,2,Lorenzo Insigne,68.3,27.5,Marco Verratti,61.5,21.7,,
621,2,Marco Verratti,62.7,21.7,Giorgio Chiellini,55.8,23.2,,
622,2,Giorgio Chiellini,56.3,26.3,Leonardo Bonucci,51.7,42.0,,
623,2,Leonardo Bonucci,56.1,47.8,Jorge Luiz Frello Filho,66.1,44.0,,
624,2,Gianluigi Donnarumma,7.0,44.1,Leonardo Bonucci,12.0,54.9,Goal Kick,
625,2,Leonardo Bonucci,19.5,57.7,Giorgio Chiellini,21.5,34.0,,
626,2,Giorgio Chiellini,25.5,30.6,Marco Verratti,36.6,19.7,,
627,2,Marco Verratti,35.8,27.5,Leonardo Bonucci,29.4,53.7,,
628,2,Leonardo Bonucci,35.2,52.4,Giorgio Chiellini,37.2,31.2,,
629,2,Giorgio Chiellini,48.6,30.3,Leonardo Bonucci,44.9,48.3,,
630,2,Leonardo Bonucci,44.4,48.1,Giorgio Chiellini,43.8,28.0,,
631,2,Giorgio Chiellini,40.9,23.7,Marco Verratti,51.7,6.6,,
632,2,Marco Verratti,47.4,14.5,Jorge Luiz Frello Filho,54.6,5.1,,
633,2,Jorge Luiz Frello Filho,54.6,5.1,Marco Verratti,47.1,12.8,,
634,2,Marco Verratti,50.3,23.7,Bryan Cristante,65.0,36.8,,
635,2,Marco Verratti,28.6,72.4,Federico Bernardeschi,46.7,52.1,,
636,2,Bryan Cristante,57.5,78.9,Federico Bernardeschi,67.7,69.5,,
637,2,Federico Bernardeschi,68.3,70.1,Marco Verratti,59.8,69.2,,
638,2,Marco Verratti,60.4,69.8,Giovanni Di Lorenzo,54.3,77.2,,Incomplete
639,2,Domenico Berardi,18.3,38.9,Marco Verratti,20.6,34.3,Recovery,
640,2,Giorgio Chiellini,26.1,31.2,Marco Verratti,35.2,16.5,Free Kick,
641,2,Marco Verratti,35.2,16.5,Giorgio Chiellini,32.6,27.7,,
642,2,Giorgio Chiellini,30.6,33.7,Leonardo Bonucci,32.3,52.1,,
643,2,Leonardo Bonucci,36.3,48.9,Giorgio Chiellini,41.8,31.5,,
644,2,Giorgio Chiellini,52.9,26.0,Marco Verratti,53.5,8.9,,
645,2,Marco Verratti,54.0,17.1,Jorge Luiz Frello Filho,52.3,38.3,,
646,2,Jorge Luiz Frello Filho,52.3,42.6,Marco Verratti,51.2,30.6,,
647,2,Marco Verratti,51.2,30.6,Giorgio Chiellini,54.6,21.4,,
648,2,Giorgio Chiellini,52.0,21.4,Marco Verratti,47.0,32.1,,
649,2,Marco Verratti,47.0,32.1,Jorge Luiz Frello Filho,53.2,49.2,,
650,2,Jorge Luiz Frello Filho,62.1,58.3,Domenico Berardi,82.4,58.9,,
651,2,Domenico Berardi,82.4,58.9,Bryan Cristante,87.0,66.1,,
652,2,Bryan Cristante,107.6,73.7,Lorenzo Insigne,107.0,4.0,,
653,2,Leonardo Bonucci,33.2,52.4,Gianluigi Donnarumma,10.3,44.6,Recovery,
654,2,Gianluigi Donnarumma,14.0,42.3,Giorgio Chiellini,28.0,32.6,,
655,2,Giorgio Chiellini,31.7,29.5,Marco Verratti,41.5,35.1,,
656,2,Marco Verratti,44.4,30.6,Giorgio Chiellini,46.7,21.7,,
657,2,Giorgio Chiellini,46.7,21.7,Marco Verratti,42.1,28.9,,
658,2,Marco Verratti,49.4,30.0,Jorge Luiz Frello Filho,47.7,42.0,,
659,2,Jorge Luiz Frello Filho,52.3,42.6,Emerson Palmieri dos Santos,95.2,4.9,,
660,2,Emerson Palmieri dos Santos,95.5,10.0,Giorgio Chiellini,77.8,14.0,,
661,2,Giorgio Chiellini,77.8,14.0,Marco Verratti,74.6,25.7,,
662,2,Marco Verratti,77.8,26.3,Emerson Palmieri dos Santos,89.5,24.9,,
663,2,Giorgio Chiellini,82.4,8.9,Lorenzo Insigne,90.1,4.9,Recovery,
664,2,Lorenzo Insigne,90.1,4.9,Marco Verratti,76.1,15.4,,
665,2,Marco Verratti,76.1,15.4,Giorgio Chiellini,80.4,7.2,,
666,2,Giorgio Chiellini,80.4,7.2,Marco Verratti,70.9,18.0,,
667,2,Marco Verratti,70.6,22.3,Leonardo Bonucci,63.8,36.0,,
668,2,Leonardo Bonucci,66.1,37.4,Lorenzo Insigne,95.5,2.8,,
669,2,Lorenzo Insigne,91.8,3.4,Giorgio Chiellini,85.0,8.9,,
670,2,Giorgio Chiellini,85.0,8.9,Marco Verratti,80.7,25.7,,
671,2,Marco Verratti,84.7,26.9,Jorge Luiz Frello Filho,78.4,38.3,,
672,2,Jorge Luiz Frello Filho,75.5,42.0,Giorgio Chiellini,78.7,24.3,,
673,2,Giorgio Chiellini,73.5,24.9,Leonardo Bonucci,60.7,43.5,,
674,2,Leonardo Bonucci,62.7,43.5,Giorgio Chiellini,64.4,25.4,,
675,2,Giorgio Chiellini,70.6,21.1,Marco Verratti,70.6,28.3,,
676,2,Marco Verratti,70.6,28.3,Giorgio Chiellini,74.1,19.7,,
677,2,Giorgio Chiellini,74.1,19.7,Marco Verratti,69.8,26.6,,
678,2,Marco Verratti,72.1,29.2,Jorge Luiz Frello Filho,68.0,42.9,,
679,2,Jorge Luiz Frello Filho,68.6,43.5,Giovanni Di Lorenzo,63.8,65.8,,
680,2,Giovanni Di Lorenzo,65.0,68.4,Domenico Berardi,76.9,77.5,,
681,2,Domenico Berardi,72.6,76.6,Leonardo Bonucci,51.2,44.3,,
682,2,Leonardo Bonucci,53.5,42.0,Marco Verratti,57.2,26.9,,
683,2,Marco Verratti,57.2,23.4,Lorenzo Insigne,77.8,2.6,,
684,2,Lorenzo Insigne,82.4,4.9,Marco Verratti,70.6,22.9,,
685,2,Marco Verratti,82.7,19.4,Lorenzo Insigne,92.9,13.4,,Incomplete
686,2,Giorgio Chiellini,57.2,22.9,Leonardo Bonucci,50.9,34.8,Recovery,
687,2,Leonardo Bonucci,53.2,36.0,Jorge Luiz Frello Filho,61.5,38.6,,
688,2,Jorge Luiz Frello Filho,61.8,48.1,Giorgio Chiellini,64.1,28.3,,
689,2,Giorgio Chiellini,69.2,20.6,Marco Verratti,70.9,30.3,,
690,2,Marco Verratti,70.9,30.3,Jorge Luiz Frello Filho,68.3,41.4,,
691,2,Jorge Luiz Frello Filho,70.0,38.3,Marco Verratti,69.2,27.2,,
692,2,Marco Verratti,66.7,28.9,Leonardo Bonucci,56.9,36.0,,
693,2,Leonardo Bonucci,68.3,45.5,Bryan Cristante,82.7,62.3,,
694,2,Bryan Cristante,86.7,68.9,Domenico Berardi,97.8,76.6,,
695,2,Domenico Berardi,100.1,76.0,Bryan Cristante,115.5,63.5,,
696,2,Bryan Cristante,116.7,63.5,Emerson Palmieri dos Santos,113.8,36.6,,Incomplete
697,2,Gianluigi Donnarumma,13.4,26.0,Giorgio Chiellini,43.2,20.9,,
698,2,Giorgio Chiellini,59.5,18.8,Jorge Luiz Frello Filho,57.2,26.3,,
699,2,Jorge Luiz Frello Filho,68.6,29.5,Bryan Cristante,101.8,43.7,,Incomplete
700,2,Leonardo Bonucci,60.4,28.6,Federico Bernardeschi,79.5,33.1,Interception,
701,2,Federico Bernardeschi,69.8,27.5,Emerson Palmieri dos Santos,76.9,23.2,,
702,2,Bryan Cristante,28.3,64.9,Domenico Berardi,54.9,80.0,Interception,Out
703,3,Giorgio Chiellini,62.1,6.9,Marco Verratti,71.9,7.8,Recovery,
704,3,Marco Verratti,71.9,7.8,Federico Bernardeschi,72.3,5.6,,Incomplete
705,3,Emerson Palmieri dos Santos,62.9,4.6,Marco Verratti,73.3,14.5,Recovery,Unknown
706,3,Marco Verratti,70.2,12.0,Giorgio Chiellini,62.8,12.0,Free Kick,
707,3,Giorgio Chiellini,62.8,12.0,Marco Verratti,67.7,13.2,,
708,3,Marco Verratti,65.5,15.5,Leonardo Bonucci,55.0,31.1,,
709,3,Leonardo Bonucci,56.8,33.9,Giorgio Chiellini,57.4,16.4,,
710,3,Giorgio Chiellini,63.7,13.2,Leonardo Bonucci,55.1,31.5,,
711,3,Leonardo Bonucci,60.3,34.2,Giorgio Chiellini,70.6,8.6,,
712,3,Giorgio Chiellini,72.3,4.6,Emerson Palmieri dos Santos,80.8,1.2,,
713,3,Emerson Palmieri dos Santos,80.8,1.2,Federico Bernardeschi,98.2,4.2,,
714,3,Federico Bernardeschi,101.1,4.0,,100.9,6.9,,Incomplete
715,3,Federico Bernardeschi,108.6,4.0,Emerson Palmieri dos Santos,110.9,4.4,,Pass Offside
716,3,Giorgio Chiellini,34.8,11.2,Marco Verratti,43.1,12.0,Recovery,
717,3,Marco Verratti,43.1,12.0,Andrea Belotti,53.4,13.7,,
718,3,Andrea Belotti,62.5,39.2,Bryan Cristante,65.4,63.8,,
719,3,Bryan Cristante,65.4,63.8,Domenico Berardi,103.8,55.5,,Unknown
720,3,Giovanni Di Lorenzo,22.7,80.0,Jorge Luiz Frello Filho,20.7,73.3,Throw-in,
721,3,Jorge Luiz Frello Filho,20.7,73.3,Giovanni Di Lorenzo,22.7,76.9,,
722,3,Giovanni Di Lorenzo,22.3,77.5,Jorge Luiz Frello Filho,18.4,76.2,,
723,3,Leonardo Bonucci,9.4,70.7,Jorge Luiz Frello Filho,18.0,67.6,Free Kick,
724,3,Jorge Luiz Frello Filho,18.0,67.6,Leonardo Bonucci,10.2,70.2,,
725,3,Leonardo Bonucci,9.7,68.8,Gianluigi Donnarumma,7.3,43.7,,
726,3,Gianluigi Donnarumma,11.6,43.1,Giorgio Chiellini,14.7,35.7,,
727,3,Giorgio Chiellini,16.4,35.4,Leonardo Bonucci,21.0,51.8,,
728,3,Leonardo Bonucci,25.9,52.2,Giorgio Chiellini,31.3,29.7,,
729,3,Giorgio Chiellini,32.3,29.4,Leonardo Bonucci,39.4,44.8,,
730,3,Leonardo Bonucci,42.1,41.3,Giorgio Chiellini,42.2,24.0,,
731,3,Giorgio Chiellini,42.1,21.1,Marco Verratti,48.3,12.6,,
732,3,Marco Verratti,48.9,19.4,Leonardo Bonucci,42.1,37.6,,
733,3,Leonardo Bonucci,43.8,37.2,Marco Verratti,48.3,28.5,,
734,3,Marco Verratti,49.9,28.5,Giorgio Chiellini,55.7,12.0,,
735,3,Giorgio Chiellini,61.5,9.1,Emerson Palmieri dos Santos,69.4,1.0,,
736,3,Emerson Palmieri dos Santos,69.4,1.0,Giorgio Chiellini,55.1,3.9,,
737,3,Giorgio Chiellini,46.6,6.4,Leonardo Bonucci,40.9,26.1,,
738,3,Leonardo Bonucci,45.9,32.2,Domenico Berardi,108.3,51.7,,Incomplete
739,3,Gianluigi Donnarumma,6.0,36.0,Giorgio Chiellini,21.9,26.8,Goal Kick,
740,3,Giorgio Chiellini,30.1,25.7,Manuel Locatelli,34.7,13.9,,
741,3,Manuel Locatelli,40.4,13.3,Leonardo Bonucci,29.2,40.5,,
742,3,Leonardo Bonucci,41.4,42.6,Giorgio Chiellini,47.6,26.1,,
743,3,Giorgio Chiellini,57.4,26.1,Leonardo Bonucci,52.6,38.3,,
744,3,Leonardo Bonucci,54.6,38.8,Federico Bernardeschi,77.7,23.4,,
745,3,Federico Bernardeschi,77.7,23.4,Andrea Belotti,89.5,38.8,,Incomplete
746,3,Giovanni Di Lorenzo,47.2,80.0,Domenico Berardi,55.0,70.8,Throw-in,
747,3,Domenico Berardi,50.8,71.9,Giovanni Di Lorenzo,50.3,77.5,,
748,3,Giovanni Di Lorenzo,106.9,67.8,Andrea Belotti,110.4,47.9,,Incomplete
749,3,Giovanni Di Lorenzo,86.5,80.0,Jorge Luiz Frello Filho,82.4,73.8,Throw-in,
750,3,Jorge Luiz Frello Filho,79.4,71.9,Giorgio Chiellini,69.9,50.8,,
751,3,Giorgio Chiellini,74.1,37.5,Manuel Locatelli,74.1,41.9,,
752,3,Manuel Locatelli,74.1,35.9,Emerson Palmieri dos Santos,69.9,13.5,,
753,3,Emerson Palmieri dos Santos,69.9,13.5,Manuel Locatelli,65.4,35.6,,
754,3,Manuel Locatelli,64.2,40.0,Leonardo Bonucci,57.4,52.1,,
755,3,Leonardo Bonucci,57.4,52.1,Manuel Locatelli,57.4,43.0,,
756,3,Manuel Locatelli,61.5,44.1,Giovanni Di Lorenzo,64.1,62.4,,
757,3,Giovanni Di Lorenzo,63.2,68.6,Domenico Berardi,79.4,75.8,,
758,3,Domenico Berardi,77.4,72.1,Andrea Belotti,86.9,51.8,,
759,3,Andrea Belotti,23.2,47.0,Domenico Berardi,64.9,63.3,Recovery,Incomplete
760,3,Leonardo Bonucci,39.6,41.7,Manuel Locatelli,46.2,57.2,Recovery,
761,3,Manuel Locatelli,47.8,57.9,Leonardo Bonucci,41.7,46.7,,
762,3,Leonardo Bonucci,41.7,46.7,Andrea Belotti,63.2,33.5,,Pass Offside
763,3,Gianluigi Donnarumma,6.0,44.0,Giorgio Chiellini,10.4,30.4,Goal Kick,
764,3,Giorgio Chiellini,17.2,29.8,Leonardo Bonucci,9.3,48.4,,
765,3,Leonardo Bonucci,9.3,44.3,Giorgio Chiellini,22.3,21.1,,
766,3,Giorgio Chiellini,40.9,9.0,Emerson Palmieri dos Santos,65.2,4.0,,Incomplete
767,3,Emerson Palmieri dos Santos,70.7,0.1,Federico Bernardeschi,76.4,5.0,Throw-in,
768,3,Federico Bernardeschi,77.7,5.0,Emerson Palmieri dos Santos,71.3,1.6,,
769,3,Emerson Palmieri dos Santos,70.7,1.6,Manuel Locatelli,87.6,12.0,,Incomplete
770,3,Emerson Palmieri dos Santos,37.3,0.1,Giorgio Chiellini,26.9,6.0,Throw-in,
771,3,Giorgio Chiellini,26.9,9.4,Leonardo Bonucci,25.2,30.2,,
772,3,Leonardo Bonucci,26.1,31.1,Bryan Cristante,38.3,21.1,,
773,3,Bryan Cristante,38.3,21.1,Leonardo Bonucci,27.5,30.2,,
774,3,Leonardo Bonucci,33.1,30.9,Giorgio Chiellini,38.3,14.7,,
775,3,Giorgio Chiellini,45.1,16.0,Leonardo Bonucci,38.8,36.3,,
776,3,Leonardo Bonucci,43.1,36.1,Andrea Belotti,72.0,36.5,,
777,3,Andrea Belotti,72.9,36.7,Federico Bernardeschi,75.4,30.1,,
778,3,Federico Bernardeschi,79.1,25.7,Emerson Palmieri dos Santos,103.4,6.4,,Incomplete
779,3,Emerson Palmieri dos Santos,111.5,17.7,Federico Bernardeschi,117.3,35.6,,Incomplete
780,3,Leonardo Bonucci,29.7,24.4,Gianluigi Donnarumma,9.4,27.2,Interception,
781,3,Gianluigi Donnarumma,12.7,29.7,Leonardo Bonucci,18.9,39.6,,
782,3,Leonardo Bonucci,19.3,39.6,Giorgio Chiellini,21.5,23.4,,
783,3,Giorgio Chiellini,30.9,23.4,Leonardo Bonucci,31.4,42.3,,
784,3,Leonardo Bonucci,49.6,54.3,Domenico Berardi,67.3,74.1,,
785,3,Domenico Berardi,65.5,75.0,Giovanni Di Lorenzo,48.9,75.6,,
786,3,Giovanni Di Lorenzo,49.2,73.6,Leonardo Bonucci,40.5,62.5,,
787,3,Leonardo Bonucci,40.9,59.3,Giorgio Chiellini,44.3,23.8,,
788,3,Giorgio Chiellini,50.0,21.9,Emerson Palmieri dos Santos,70.7,2.1,,
789,3,Emerson Palmieri dos Santos,70.7,1.7,Bryan Cristante,64.6,12.6,,
790,3,Bryan Cristante,63.3,19.3,Manuel Locatelli,99.9,45.1,,Incomplete
791,3,Federico Bernardeschi,89.5,35.7,Manuel Locatelli,94.7,43.0,,
792,3,Giovanni Di Lorenzo,57.8,43.9,Jorge Luiz Frello Filho,60.4,45.6,Recovery,
793,3,Jorge Luiz Frello Filho,61.6,30.2,Giorgio Chiellini,73.3,7.4,Free Kick,
794,3,Giorgio Chiellini,76.2,7.3,Bryan Cristante,69.8,21.9,,
795,3,Bryan Cristante,71.9,26.4,Jorge Luiz Frello Filho,73.2,38.8,,
796,3,Jorge Luiz Frello Filho,72.7,40.5,Giovanni Di Lorenzo,64.9,55.3,,
797,3,Giovanni Di Lorenzo,66.2,56.0,Manuel Locatelli,105.5,62.4,,
798,3,Manuel Locatelli,108.1,62.6,Federico Bernardeschi,111.5,44.8,,Incomplete
799,3,Leonardo Bonucci,22.3,59.1,Manuel Locatelli,36.7,53.4,Recovery,Incomplete
800,3,Giovanni Di Lorenzo,16.8,70.7,Domenico Berardi,25.7,70.2,Recovery,
801,3,Domenico Berardi,25.7,70.2,Manuel Locatelli,25.3,67.1,,Incomplete
802,3,Domenico Berardi,23.5,69.8,Manuel Locatelli,28.6,53.0,Recovery,Unknown
803,4,Andrea Belotti,61.0,40.1,Jorge Luiz Frello Filho,48.6,40.9,Kick Off,
804,4,Jorge Luiz Frello Filho,48.0,38.9,Bryan Cristante,43.8,22.9,,
805,4,Bryan Cristante,44.4,21.1,Giorgio Chiellini,49.4,9.7,,
806,4,Giorgio Chiellini,49.4,18.6,Leonardo Bonucci,38.9,40.9,,
807,4,Leonardo Bonucci,43.2,42.0,Federico Bernardeschi,75.8,32.1,,
808,4,Federico Bernardeschi,76.4,28.6,Emerson Palmieri dos Santos,85.0,4.6,,
809,4,Emerson Palmieri dos Santos,88.3,8.3,Bryan Cristante,72.3,14.5,,
810,4,Bryan Cristante,71.5,23.7,Leonardo Bonucci,59.5,45.5,,
811,4,Leonardo Bonucci,64.4,47.8,Andrea Belotti,88.9,44.6,,Unknown
812,4,Emerson Palmieri dos Santos,4.3,19.4,Federico Bernardeschi,26.1,6.6,Recovery,
813,4,Giorgio Chiellini,18.9,28.3,Leonardo Bonucci,18.6,39.4,Recovery,
814,4,Leonardo Bonucci,22.1,42.0,Manuel Locatelli,52.9,28.6,,
815,4,Manuel Locatelli,86.1,23.2,Andrea Belotti,98.1,22.9,,Pass Offside
816,4,Giorgio Chiellini,24.9,24.9,Bryan Cristante,37.8,10.9,Recovery,Incomplete
817,4,Emerson Palmieri dos Santos,29.1,0.1,Bryan Cristante,32.0,9.2,Throw-in,
818,4,Bryan Cristante,32.0,9.2,Emerson Palmieri dos Santos,42.1,3.1,,
819,4,Emerson Palmieri dos Santos,47.1,4.9,Andrea Belotti,68.3,24.0,,Incomplete
820,4,Giorgio Chiellini,3.2,28.6,Emerson Palmieri dos Santos,1.5,8.9,,
821,4,Emerson Palmieri dos Santos,4.9,4.0,Andrea Belotti,53.2,14.0,,Incomplete
822,4,Giovanni Di Lorenzo,16.0,68.6,Domenico Berardi,23.2,65.2,Interception,
823,4,Domenico Berardi,23.2,65.2,,68.3,80.0,,Out
824,4,Emerson Palmieri dos Santos,28.0,24.0,Jorge Luiz Frello Filho,38.9,32.1,,Incomplete
825,4,Gianluigi Donnarumma,10.3,46.3,Leonardo Bonucci,24.1,45.8,,
826,4,Leonardo Bonucci,24.4,41.7,Giorgio Chiellini,24.1,31.5,,
827,4,Giorgio Chiellini,24.1,31.5,Leonardo Bonucci,23.8,43.2,,
828,4,Leonardo Bonucci,31.2,50.1,Giovanni Di Lorenzo,34.3,76.9,,
829,4,Giovanni Di Lorenzo,34.3,76.9,Domenico Berardi,64.1,53.1,,
830,4,Domenico Berardi,63.2,52.1,Andrea Belotti,65.5,51.2,,Incomplete
831,4,Federico Bernardeschi,62.7,32.8,Emerson Palmieri dos Santos,68.6,7.4,,
832,4,Emerson Palmieri dos Santos,69.5,10.6,Bryan Cristante,60.1,23.7,,
833,4,Bryan Cristante,62.7,28.6,Leonardo Bonucci,57.5,48.3,,
834,4,Leonardo Bonucci,57.5,48.3,Bryan Cristante,60.7,36.0,,
835,4,Bryan Cristante,64.7,30.9,Giorgio Chiellini,68.0,8.9,,
836,4,Giorgio Chiellini,68.0,8.9,Emerson Palmieri dos Santos,77.8,3.4,,
837,4,Emerson Palmieri dos Santos,75.5,7.2,Giorgio Chiellini,64.4,4.9,,
838,4,Giorgio Chiellini,64.4,4.9,Bryan Cristante,54.0,28.3,,
839,4,Bryan Cristante,58.1,43.5,Giovanni Di Lorenzo,63.0,63.8,,
840,4,Giovanni Di Lorenzo,65.0,65.8,Bryan Cristante,62.1,39.1,,
841,4,Bryan Cristante,65.8,33.7,Emerson Palmieri dos Santos,87.6,4.6,,
842,4,Emerson Palmieri dos Santos,89.8,10.9,Federico Bernardeschi,110.1,27.5,,
843,4,Federico Bernardeschi,110.9,24.9,Andrea Belotti,110.9,28.3,,Incomplete
844,4,Giovanni Di Lorenzo,25.8,72.1,Manuel Locatelli,33.7,69.5,Recovery,Incomplete
845,4,Gianluigi Donnarumma,7.0,44.1,Leonardo Bonucci,7.1,52.6,Goal Kick,
846,4,Leonardo Bonucci,9.7,53.7,Giorgio Chiellini,8.6,29.8,,
847,4,Giorgio Chiellini,14.0,28.3,Leonardo Bonucci,14.6,49.8,,
848,4,Leonardo Bonucci,18.6,45.5,Alessandro Florenzi,51.7,4.9,,
849,4,Alessandro Florenzi,51.7,4.9,Federico Bernardeschi,85.0,0.5,,Out
850,4,Giovanni Di Lorenzo,56.3,80.0,Leonardo Bonucci,36.3,74.6,Throw-in,
851,4,Leonardo Bonucci,36.0,66.6,Giorgio Chiellini,38.1,45.2,,
852,4,Giorgio Chiellini,41.2,34.0,Jorge Luiz Frello Filho,49.2,49.5,,
853,4,Jorge Luiz Frello Filho,57.2,58.0,Giovanni Di Lorenzo,48.3,70.1,,
854,4,Giovanni Di Lorenzo,48.3,70.1,Leonardo Bonucci,43.2,44.6,,
855,4,Leonardo Bonucci,48.9,32.1,Alessandro Florenzi,76.9,5.1,,
856,4,Alessandro Florenzi,85.3,5.1,Bryan Cristante,71.8,16.0,,
857,4,Bryan Cristante,71.5,20.9,Jorge Luiz Frello Filho,69.2,40.0,,
858,4,Jorge Luiz Frello Filho,66.7,46.3,Leonardo Bonucci,60.1,34.3,,
859,4,Leonardo Bonucci,60.1,34.3,Bryan Cristante,63.5,28.3,,
860,4,Bryan Cristante,64.1,25.4,Giorgio Chiellini,73.2,5.4,,
861,4,Giorgio Chiellini,73.2,5.4,Alessandro Florenzi,92.4,2.6,,
862,4,Alessandro Florenzi,107.6,7.7,,107.3,14.8,,Incomplete
863,4,Federico Bernardeschi,120.0,0.1,Bryan Cristante,113.2,36.0,Corner,
864,4,Andrea Belotti,119.0,73.0,,116.7,51.2,,Incomplete
865,4,Alessandro Florenzi,63.0,52.6,Domenico Berardi,76.9,77.5,Recovery,
866,4,Domenico Berardi,72.1,78.3,Jorge Luiz Frello Filho,55.5,77.7,,
867,4,Jorge Luiz Frello Filho,48.6,49.8,Giovanni Di Lorenzo,48.9,68.9,,
868,4,Giovanni Di Lorenzo,57.5,78.3,Jorge Luiz Frello Filho,50.6,72.7,Free Kick,
869,4,Jorge Luiz Frello Filho,56.6,53.7,Bryan Cristante,56.6,36.0,,
870,4,Bryan Cristante,63.0,33.7,Alessandro Florenzi,78.4,11.2,,
871,4,Alessandro Florenzi,87.9,11.8,Federico Bernardeschi,106.4,4.6,,
872,4,Leonardo Bonucci,57.2,6.9,Giorgio Chiellini,68.3,8.3,Recovery,
873,4,Bryan Cristante,57.2,16.5,Alessandro Florenzi,60.7,9.2,,
874,4,Alessandro Florenzi,60.7,9.2,Jorge Luiz Frello Filho,63.2,16.3,,
875,4,Jorge Luiz Frello Filho,63.8,18.0,Manuel Locatelli,67.7,26.3,,
876,4,Manuel Locatelli,65.8,29.2,Giovanni Di Lorenzo,54.3,44.0,,
877,4,Giovanni Di Lorenzo,55.5,50.4,Bryan Cristante,63.5,28.0,,
878,4,Bryan Cristante,66.7,26.6,Alessandro Florenzi,90.3,2.6,,
879,4,Alessandro Florenzi,89.2,8.9,Bryan Cristante,76.4,16.5,,
880,4,Bryan Cristante,74.9,19.1,Jorge Luiz Frello Filho,78.1,32.1,,
881,4,Jorge Luiz Frello Filho,78.7,39.1,Giovanni Di Lorenzo,76.1,60.9,,
882,4,Giovanni Di Lorenzo,96.4,69.2,Domenico Berardi,101.0,77.7,,
883,4,Domenico Berardi,96.1,75.7,Andrea Belotti,120.0,30.0,,Out
884,4,Alessandro Florenzi,19.5,8.3,Bryan Cristante,29.7,0.8,Recovery,Out
